,Date,Day,counts,type,country
1206,4/14/2014,23,,Deaths,Liberia
1207,4/11/2014,20,13.0,Deaths,Liberia
1208,4/9/2014,18,12.0,Deaths,Liberia
1209,4/7/2014,16,10.0,Deaths,Liberia
1210,4/4/2014,13,7.0,Deaths,Liberia
1211,4/1/2014,10,5.0,Deaths,Liberia
1212,3/31/2014,9,4.0,Deaths,Liberia
1213,3/29/2014,7,2.0,Deaths,Liberia
1214,3/28/2014,6,3.0,Deaths,Liberia
1215,3/27/2014,5,6.0,Deaths,Liberia
1216,3/26/2014,4,,Deaths,Liberia
1217,3/25/2014,3,,Deaths,Liberia
1218,3/24/2014,2,,Deaths,Liberia
1219,3/22/2014,0,,Deaths,Liberia
1220,1/5/2015,289,2977.0,Deaths,SierraLeone
1221,1/4/2015,288,2943.0,Deaths,SierraLeone
1222,1/3/2015,287,2915.0,Deaths,SierraLeone
1223,1/2/2015,286,,Deaths,SierraLeone
1224,12/31/2014,284,2827.0,Deaths,SierraLeone
1225,12/28/2014,281,2758.0,Deaths,SierraLeone
1226,12/27/2014,280,2732.0,Deaths,SierraLeone
1227,12/24/2014,277,2655.0,Deaths,SierraLeone
1228,12/21/2014,273,2582.0,Deaths,SierraLeone
1229,12/20/2014,272,2556.0,Deaths,SierraLeone
1230,12/18/2014,271,,Deaths,SierraLeone
1231,12/14/2014,267,2085.0,Deaths,SierraLeone
1232,12/9/2014,262,,Deaths,SierraLeone
1233,12/7/2014,260,1768.0,Deaths,SierraLeone
1234,12/3/2014,256,,Deaths,SierraLeone
1235,11/30/2014,253,1583.0,Deaths,SierraLeone
1236,11/28/2014,251,,Deaths,SierraLeone
1237,11/23/2014,246,1398.0,Deaths,SierraLeone
1238,11/22/2014,245,,Deaths,SierraLeone
1239,11/18/2014,241,1267.0,Deaths,SierraLeone
1240,11/16/2014,239,1250.0,Deaths,SierraLeone
1241,11/15/2014,238,,Deaths,SierraLeone
1242,11/11/2014,234,1187.0,Deaths,SierraLeone
1243,11/10/2014,233,,Deaths,SierraLeone
1244,11/9/2014,232,1169.0,Deaths,SierraLeone
1245,11/8/2014,231,,Deaths,SierraLeone
1246,11/4/2014,227,1130.0,Deaths,SierraLeone
1247,11/3/2014,226,,Deaths,SierraLeone
1248,11/2/2014,225,1070.0,Deaths,SierraLeone
1249,10/31/2014,222,,Deaths,SierraLeone
1250,10/29/2014,220,1510.0,Deaths,SierraLeone
1251,10/27/2014,218,1500.0,Deaths,SierraLeone
1252,10/25/2014,216,,Deaths,SierraLeone
1253,10/22/2014,214,1281.0,Deaths,SierraLeone
1254,10/21/2014,213,,Deaths,SierraLeone
1255,10/19/2014,211,1259.0,Deaths,SierraLeone
1256,10/18/2014,210,,Deaths,SierraLeone
1257,10/14/2014,206,1200.0,Deaths,SierraLeone
1258,10/13/2014,205,,Deaths,SierraLeone
1259,10/12/2014,204,1183.0,Deaths,SierraLeone
1260,10/11/2014,203,,Deaths,SierraLeone
1261,10/8/2014,200,930.0,Deaths,SierraLeone
1262,10/7/2014,199,,Deaths,SierraLeone
1263,10/5/2014,197,879.0,Deaths,SierraLeone
1264,10/4/2014,196,,Deaths,SierraLeone
1265,10/1/2014,193,623.0,Deaths,SierraLeone
1266,9/28/2014,190,622.0,Deaths,SierraLeone
1267,9/23/2014,185,605.0,Deaths,SierraLeone
1268,9/21/2014,183,597.0,Deaths,SierraLeone
1269,9/20/2014,182,593.0,Deaths,SierraLeone
1270,9/19/2014,181,,Deaths,SierraLeone
1271,9/17/2014,179,,Deaths,SierraLeone
1272,9/14/2014,176,562.0,Deaths,SierraLeone
1273,9/13/2014,175,562.0,Deaths,SierraLeone
1274,9/10/2014,172,536.0,Deaths,SierraLeone
1275,9/9/2014,171,,Deaths,SierraLeone
1276,9/7/2014,169,524.0,Deaths,SierraLeone
1277,9/5/2014,167,491.0,Deaths,SierraLeone
1278,8/31/2014,162,476.0,Deaths,SierraLeone
1279,8/26/2014,157,422.0,Deaths,SierraLeone
1280,8/20/2014,151,392.0,Deaths,SierraLeone
1281,8/18/2014,149,374.0,Deaths,SierraLeone
1282,8/16/2014,147,365.0,Deaths,SierraLeone
1283,8/13/2014,144,348.0,Deaths,SierraLeone
1284,8/11/2014,142,334.0,Deaths,SierraLeone
1285,8/9/2014,140,315.0,Deaths,SierraLeone
1286,8/6/2014,137,298.0,Deaths,SierraLeone
1287,8/4/2014,135,286.0,Deaths,SierraLeone
1288,8/1/2014,132,273.0,Deaths,SierraLeone
1289,7/30/2014,129,252.0,Deaths,SierraLeone
1290,7/27/2014,126,233.0,Deaths,SierraLeone
1291,7/23/2014,123,224.0,Deaths,SierraLeone
1292,7/20/2014,120,219.0,Deaths,SierraLeone
1293,7/17/2014,117,206.0,Deaths,SierraLeone
1294,7/14/2014,114,197.0,Deaths,SierraLeone
1295,7/12/2014,112,194.0,Deaths,SierraLeone
1296,7/8/2014,108,142.0,Deaths,SierraLeone
1297,7/6/2014,106,127.0,Deaths,SierraLeone
1298,7/2/2014,102,101.0,Deaths,SierraLeone
1299,6/30/2014,100,99.0,Deaths,SierraLeone
1300,6/22/2014,92,,Deaths,SierraLeone
1301,6/20/2014,90,34.0,Deaths,SierraLeone
1302,6/19/2014,89,,Deaths,SierraLeone
1303,6/18/2014,88,28.0,Deaths,SierraLeone
1304,6/17/2014,87,49.0,Deaths,SierraLeone
1305,6/16/2014,86,,Deaths,SierraLeone
1306,6/10/2014,80,7.0,Deaths,SierraLeone
1307,6/5/2014,75,6.0,Deaths,SierraLeone
1308,6/3/2014,73,6.0,Deaths,SierraLeone
1309,6/1/2014,71,6.0,Deaths,SierraLeone
1310,5/28/2014,67,6.0,Deaths,SierraLeone
1311,5/27/2014,66,5.0,Deaths,SierraLeone
1312,5/23/2014,62,0.0,Deaths,SierraLeone
1313,5/12/2014,51,0.0,Deaths,SierraLeone
1314,5/10/2014,49,0.0,Deaths,SierraLeone
1315,5/7/2014,46,0.0,Deaths,SierraLeone
1316,5/5/2014,44,0.0,Deaths,SierraLeone
1317,5/3/2014,42,0.0,Deaths,SierraLeone
1318,5/1/2014,40,0.0,Deaths,SierraLeone
1319,4/26/2014,35,0.0,Deaths,SierraLeone
1320,4/24/2014,33,0.0,Deaths,SierraLeone
1321,4/23/2014,32,0.0,Deaths,SierraLeone
1322,4/22/2014,31,0.0,Deaths,SierraLeone
1323,4/21/2014,30,,Deaths,SierraLeone
1324,4/20/2014,29,,Deaths,SierraLeone
1325,4/17/2014,26,,Deaths,SierraLeone
1326,4/16/2014,25,,Deaths,SierraLeone
1327,4/15/2014,24,,Deaths,SierraLeone
1328,4/14/2014,23,,Deaths,SierraLeone
1329,4/11/2014,20,2.0,Deaths,SierraLeone
1330,4/9/2014,18,2.0,Deaths,SierraLeone
1331,4/7/2014,16,2.0,Deaths,SierraLeone
1332,4/4/2014,13,2.0,Deaths,SierraLeone
1333,4/1/2014,10,2.0,Deaths,SierraLeone
1334,3/31/2014,9,2.0,Deaths,SierraLeone
1335,3/29/2014,7,,Deaths,SierraLeone
1336,3/28/2014,6,2.0,Deaths,SierraLeone
1337,3/27/2014,5,5.0,Deaths,SierraLeone
1338,3/26/2014,4,,Deaths,SierraLeone
1339,3/25/2014,3,,Deaths,SierraLeone
1340,3/24/2014,2,,Deaths,SierraLeone
1341,3/22/2014,0,,Deaths,SierraLeone
1342,1/5/2015,289,,Deaths,Nigeria
1343,1/4/2015,288,,Deaths,Nigeria
1344,1/3/2015,287,,Deaths,Nigeria
1345,1/2/2015,286,,Deaths,Nigeria
1346,12/31/2014,284,,Deaths,Nigeria
1347,12/28/2014,281,,Deaths,Nigeria
1348,12/27/2014,280,,Deaths,Nigeria
1349,12/24/2014,277,,Deaths,Nigeria
1350,12/21/2014,273,,Deaths,Nigeria
1351,12/20/2014,272,,Deaths,Nigeria
1352,12/18/2014,271,,Deaths,Nigeria
1353,12/14/2014,267,,Deaths,Nigeria
1354,12/9/2014,262,,Deaths,Nigeria
1355,12/7/2014,260,8.0,Deaths,Nigeria
1356,12/3/2014,256,,Deaths,Nigeria
1357,11/30/2014,253,8.0,Deaths,Nigeria
1358,11/28/2014,251,,Deaths,Nigeria
1359,11/23/2014,246,8.0,Deaths,Nigeria
1360,11/22/2014,245,,Deaths,Nigeria
1361,11/18/2014,241,8.0,Deaths,Nigeria
1362,11/16/2014,239,8.0,Deaths,Nigeria
1363,11/15/2014,238,,Deaths,Nigeria
1364,11/11/2014,234,8.0,Deaths,Nigeria
1365,11/10/2014,233,,Deaths,Nigeria
1366,11/9/2014,232,8.0,Deaths,Nigeria
1367,11/8/2014,231,,Deaths,Nigeria
1368,11/4/2014,227,8.0,Deaths,Nigeria
1369,11/3/2014,226,,Deaths,Nigeria
1370,11/2/2014,225,8.0,Deaths,Nigeria
1371,10/31/2014,222,,Deaths,Nigeria
1372,10/29/2014,220,8.0,Deaths,Nigeria
1373,10/27/2014,218,8.0,Deaths,Nigeria
1374,10/25/2014,216,,Deaths,Nigeria
1375,10/22/2014,214,,Deaths,Nigeria
1376,10/21/2014,213,,Deaths,Nigeria
1377,10/19/2014,211,8.0,Deaths,Nigeria
1378,10/18/2014,210,,Deaths,Nigeria
1379,10/14/2014,206,8.0,Deaths,Nigeria
1380,10/13/2014,205,,Deaths,Nigeria
1381,10/12/2014,204,8.0,Deaths,Nigeria
1382,10/11/2014,203,,Deaths,Nigeria
1383,10/8/2014,200,8.0,Deaths,Nigeria
1384,10/7/2014,199,,Deaths,Nigeria
1385,10/5/2014,197,8.0,Deaths,Nigeria
1386,10/4/2014,196,,Deaths,Nigeria
1387,10/1/2014,193,8.0,Deaths,Nigeria
1388,9/28/2014,190,8.0,Deaths,Nigeria
1389,9/23/2014,185,8.0,Deaths,Nigeria
1390,9/21/2014,183,8.0,Deaths,Nigeria
1391,9/20/2014,182,,Deaths,Nigeria
1392,9/19/2014,181,,Deaths,Nigeria
1393,9/17/2014,179,,Deaths,Nigeria
1394,9/14/2014,176,,Deaths,Nigeria
1395,9/13/2014,175,8.0,Deaths,Nigeria
1396,9/10/2014,172,8.0,Deaths,Nigeria
1397,9/9/2014,171,,Deaths,Nigeria
1398,9/7/2014,169,8.0,Deaths,Nigeria
1399,9/5/2014,167,8.0,Deaths,Nigeria
1400,8/31/2014,162,7.0,Deaths,Nigeria
1401,8/26/2014,157,6.0,Deaths,Nigeria
1402,8/20/2014,151,5.0,Deaths,Nigeria
1403,8/18/2014,149,4.0,Deaths,Nigeria
1404,8/16/2014,147,4.0,Deaths,Nigeria
1405,8/13/2014,144,4.0,Deaths,Nigeria
1406,8/11/2014,142,3.0,Deaths,Nigeria
1407,8/9/2014,140,2.0,Deaths,Nigeria
1408,8/6/2014,137,2.0,Deaths,Nigeria
1409,8/4/2014,135,1.0,Deaths,Nigeria
1410,8/1/2014,132,1.0,Deaths,Nigeria
1411,7/30/2014,129,1.0,Deaths,Nigeria
1412,7/27/2014,126,1.0,Deaths,Nigeria
1413,7/23/2014,123,0.0,Deaths,Nigeria
1414,7/20/2014,120,,Deaths,Nigeria
1415,7/17/2014,117,,Deaths,Nigeria
1416,7/14/2014,114,,Deaths,Nigeria
1417,7/12/2014,112,,Deaths,Nigeria
1418,7/8/2014,108,,Deaths,Nigeria
1419,7/6/2014,106,,Deaths,Nigeria
1420,7/2/2014,102,,Deaths,Nigeria
1421,6/30/2014,100,,Deaths,Nigeria
1422,6/22/2014,92,,Deaths,Nigeria
1423,6/20/2014,90,,Deaths,Nigeria
1424,6/19/2014,89,,Deaths,Nigeria
1425,6/18/2014,88,,Deaths,Nigeria
1426,6/17/2014,87,,Deaths,Nigeria
1427,6/16/2014,86,,Deaths,Nigeria
1428,6/10/2014,80,,Deaths,Nigeria
1429,6/5/2014,75,,Deaths,Nigeria
1430,6/3/2014,73,,Deaths,Nigeria
1431,6/1/2014,71,,Deaths,Nigeria
1432,5/28/2014,67,,Deaths,Nigeria
1433,5/27/2014,66,,Deaths,Nigeria
1434,5/23/2014,62,,Deaths,Nigeria
1435,5/12/2014,51,,Deaths,Nigeria
1436,5/10/2014,49,,Deaths,Nigeria
1437,5/7/2014,46,,Deaths,Nigeria
1438,5/5/2014,44,,Deaths,Nigeria
1439,5/3/2014,42,,Deaths,Nigeria
1440,5/1/2014,40,,Deaths,Nigeria
1441,4/26/2014,35,,Deaths,Nigeria
1442,4/24/2014,33,,Deaths,Nigeria
1443,4/23/2014,32,,Deaths,Nigeria
1444,4/22/2014,31,,Deaths,Nigeria
1445,4/21/2014,30,,Deaths,Nigeria
1446,4/20/2014,29,,Deaths,Nigeria
1447,4/17/2014,26,,Deaths,Nigeria
1448,4/16/2014,25,,Deaths,Nigeria
1449,4/15/2014,24,,Deaths,Nigeria
1450,4/14/2014,23,,Deaths,Nigeria
1451,4/11/2014,20,,Deaths,Nigeria
1452,4/9/2014,18,,Deaths,Nigeria
1453,4/7/2014,16,,Deaths,Nigeria
1454,4/4/2014,13,,Deaths,Nigeria
1455,4/1/2014,10,,Deaths,Nigeria
1456,3/31/2014,9,,Deaths,Nigeria
1457,3/29/2014,7,,Deaths,Nigeria
1458,3/28/2014,6,,Deaths,Nigeria
1459,3/27/2014,5,,Deaths,Nigeria
1460,3/26/2014,4,,Deaths,Nigeria
1461,3/25/2014,3,,Deaths,Nigeria
1462,3/24/2014,2,,Deaths,Nigeria
1463,3/22/2014,0,,Deaths,Nigeria
1464,1/5/2015,289,,Deaths,Senegal
1465,1/4/2015,288,,Deaths,Senegal
1466,1/3/2015,287,,Deaths,Senegal
1467,1/2/2015,286,,Deaths,Senegal
1468,12/31/2014,284,,Deaths,Senegal
1469,12/28/2014,281,,Deaths,Senegal
1470,12/27/2014,280,,Deaths,Senegal
1471,12/24/2014,277,,Deaths,Senegal
1472,12/21/2014,273,,Deaths,Senegal
1473,12/20/2014,272,,Deaths,Senegal
1474,12/18/2014,271,,Deaths,Senegal
1475,12/14/2014,267,,Deaths,Senegal
1476,12/9/2014,262,,Deaths,Senegal
1477,12/7/2014,260,0.0,Deaths,Senegal
1478,12/3/2014,256,,Deaths,Senegal
1479,11/30/2014,253,0.0,Deaths,Senegal
1480,11/28/2014,251,,Deaths,Senegal
1481,11/23/2014,246,0.0,Deaths,Senegal
1482,11/22/2014,245,,Deaths,Senegal
1483,11/18/2014,241,0.0,Deaths,Senegal
1484,11/16/2014,239,0.0,Deaths,Senegal
1485,11/15/2014,238,,Deaths,Senegal
1486,11/11/2014,234,0.0,Deaths,Senegal
1487,11/10/2014,233,,Deaths,Senegal
1488,11/9/2014,232,0.0,Deaths,Senegal
1489,11/8/2014,231,,Deaths,Senegal
1490,11/4/2014,227,0.0,Deaths,Senegal
1491,11/3/2014,226,,Deaths,Senegal
1492,11/2/2014,225,0.0,Deaths,Senegal
1493,10/31/2014,222,,Deaths,Senegal
1494,10/29/2014,220,0.0,Deaths,Senegal
1495,10/27/2014,218,0.0,Deaths,Senegal
1496,10/25/2014,216,,Deaths,Senegal
1497,10/22/2014,214,,Deaths,Senegal
1498,10/21/2014,213,,Deaths,Senegal
1499,10/19/2014,211,0.0,Deaths,Senegal
1500,10/18/2014,210,,Deaths,Senegal
1501,10/14/2014,206,0.0,Deaths,Senegal
1502,10/13/2014,205,,Deaths,Senegal
1503,10/12/2014,204,0.0,Deaths,Senegal
1504,10/11/2014,203,,Deaths,Senegal
1505,10/8/2014,200,0.0,Deaths,Senegal
1506,10/7/2014,199,,Deaths,Senegal
1507,10/5/2014,197,0.0,Deaths,Senegal
1508,10/4/2014,196,,Deaths,Senegal
1509,10/1/2014,193,0.0,Deaths,Senegal
1510,9/28/2014,190,0.0,Deaths,Senegal
1511,9/23/2014,185,0.0,Deaths,Senegal
1512,9/21/2014,183,0.0,Deaths,Senegal
1513,9/20/2014,182,,Deaths,Senegal
1514,9/19/2014,181,,Deaths,Senegal
1515,9/17/2014,179,,Deaths,Senegal
1516,9/14/2014,176,,Deaths,Senegal
1517,9/13/2014,175,0.0,Deaths,Senegal
1518,9/10/2014,172,,Deaths,Senegal
1519,9/9/2014,171,,Deaths,Senegal
1520,9/7/2014,169,0.0,Deaths,Senegal
1521,9/5/2014,167,,Deaths,Senegal
1522,8/31/2014,162,,Deaths,Senegal
1523,8/26/2014,157,,Deaths,Senegal
1524,8/20/2014,151,,Deaths,Senegal
1525,8/18/2014,149,,Deaths,Senegal
1526,8/16/2014,147,,Deaths,Senegal
1527,8/13/2014,144,,Deaths,Senegal
1528,8/11/2014,142,,Deaths,Senegal
1529,8/9/2014,140,,Deaths,Senegal
1530,8/6/2014,137,,Deaths,Senegal
1531,8/4/2014,135,,Deaths,Senegal
1532,8/1/2014,132,,Deaths,Senegal
1533,7/30/2014,129,,Deaths,Senegal
1534,7/27/2014,126,,Deaths,Senegal
1535,7/23/2014,123,,Deaths,Senegal
1536,7/20/2014,120,,Deaths,Senegal
1537,7/17/2014,117,,Deaths,Senegal
1538,7/14/2014,114,,Deaths,Senegal
1539,7/12/2014,112,,Deaths,Senegal
1540,7/8/2014,108,,Deaths,Senegal
1541,7/6/2014,106,,Deaths,Senegal
1542,7/2/2014,102,,Deaths,Senegal
1543,6/30/2014,100,,Deaths,Senegal
1544,6/22/2014,92,,Deaths,Senegal
1545,6/20/2014,90,,Deaths,Senegal
1546,6/19/2014,89,,Deaths,Senegal
1547,6/18/2014,88,,Deaths,Senegal
1548,6/17/2014,87,,Deaths,Senegal
1549,6/16/2014,86,,Deaths,Senegal
1550,6/10/2014,80,,Deaths,Senegal
1551,6/5/2014,75,,Deaths,Senegal
1552,6/3/2014,73,,Deaths,Senegal
1553,6/1/2014,71,,Deaths,Senegal
1554,5/28/2014,67,,Deaths,Senegal
1555,5/27/2014,66,,Deaths,Senegal
1556,5/23/2014,62,,Deaths,Senegal
1557,5/12/2014,51,,Deaths,Senegal
1558,5/10/2014,49,,Deaths,Senegal
1559,5/7/2014,46,,Deaths,Senegal
1560,5/5/2014,44,,Deaths,Senegal
1561,5/3/2014,42,,Deaths,Senegal
1562,5/1/2014,40,,Deaths,Senegal
1563,4/26/2014,35,,Deaths,Senegal
1564,4/24/2014,33,,Deaths,Senegal
1565,4/23/2014,32,,Deaths,Senegal
1566,4/22/2014,31,,Deaths,Senegal
1567,4/21/2014,30,,Deaths,Senegal
1568,4/20/2014,29,,Deaths,Senegal
1569,4/17/2014,26,,Deaths,Senegal
1570,4/16/2014,25,,Deaths,Senegal
1571,4/15/2014,24,,Deaths,Senegal
1572,4/14/2014,23,,Deaths,Senegal
1573,4/11/2014,20,,Deaths,Senegal
1574,4/9/2014,18,,Deaths,Senegal
1575,4/7/2014,16,,Deaths,Senegal
1576,4/4/2014,13,,Deaths,Senegal
1577,4/1/2014,10,,Deaths,Senegal
1578,3/31/2014,9,,Deaths,Senegal
1579,3/29/2014,7,,Deaths,Senegal
1580,3/28/2014,6,,Deaths,Senegal
1581,3/27/2014,5,,Deaths,Senegal
1582,3/26/2014,4,,Deaths,Senegal
1583,3/25/2014,3,,Deaths,Senegal
1584,3/24/2014,2,,Deaths,Senegal
1585,3/22/2014,0,,Deaths,Senegal
1586,1/5/2015,289,,Deaths,UnitedStates
1587,1/4/2015,288,,Deaths,UnitedStates
1588,1/3/2015,287,,Deaths,UnitedStates
1589,1/2/2015,286,,Deaths,UnitedStates
1590,12/31/2014,284,,Deaths,UnitedStates
1591,12/28/2014,281,,Deaths,UnitedStates
1592,12/27/2014,280,,Deaths,UnitedStates
1593,12/24/2014,277,,Deaths,UnitedStates
1594,12/21/2014,273,,Deaths,UnitedStates
1595,12/20/2014,272,,Deaths,UnitedStates
1596,12/18/2014,271,,Deaths,UnitedStates
1597,12/14/2014,267,,Deaths,UnitedStates
1598,12/9/2014,262,,Deaths,UnitedStates
1599,12/7/2014,260,1.0,Deaths,UnitedStates
1600,12/3/2014,256,,Deaths,UnitedStates
1601,11/30/2014,253,1.0,Deaths,UnitedStates
1602,11/28/2014,251,,Deaths,UnitedStates
1603,11/23/2014,246,1.0,Deaths,UnitedStates
1604,11/22/2014,245,,Deaths,UnitedStates
1605,11/18/2014,241,1.0,Deaths,UnitedStates
1606,11/16/2014,239,1.0,Deaths,UnitedStates
1607,11/15/2014,238,,Deaths,UnitedStates
1608,11/11/2014,234,1.0,Deaths,UnitedStates
1609,11/10/2014,233,,Deaths,UnitedStates
1610,11/9/2014,232,1.0,Deaths,UnitedStates
1611,11/8/2014,231,,Deaths,UnitedStates
1612,11/4/2014,227,1.0,Deaths,UnitedStates
1613,11/3/2014,226,,Deaths,UnitedStates
1614,11/2/2014,225,1.0,Deaths,UnitedStates
1615,10/31/2014,222,,Deaths,UnitedStates
1616,10/29/2014,220,1.0,Deaths,UnitedStates
1617,10/27/2014,218,1.0,Deaths,UnitedStates
1618,10/25/2014,216,,Deaths,UnitedStates
1619,10/22/2014,214,1.0,Deaths,UnitedStates
1620,10/21/2014,213,,Deaths,UnitedStates
1621,10/19/2014,211,1.0,Deaths,UnitedStates
1622,10/18/2014,210,,Deaths,UnitedStates
1623,10/14/2014,206,0.0,Deaths,UnitedStates
1624,10/13/2014,205,,Deaths,UnitedStates
1625,10/12/2014,204,1.0,Deaths,UnitedStates
1626,10/11/2014,203,,Deaths,UnitedStates
1627,10/8/2014,200,1.0,Deaths,UnitedStates
1628,10/7/2014,199,,Deaths,UnitedStates
1629,10/5/2014,197,0.0,Deaths,UnitedStates
1630,10/4/2014,196,,Deaths,UnitedStates
1631,10/1/2014,193,0.0,Deaths,UnitedStates
1632,9/28/2014,190,,Deaths,UnitedStates
1633,9/23/2014,185,,Deaths,UnitedStates
1634,9/21/2014,183,,Deaths,UnitedStates
1635,9/20/2014,182,,Deaths,UnitedStates
1636,9/19/2014,181,,Deaths,UnitedStates
1637,9/17/2014,179,,Deaths,UnitedStates
1638,9/14/2014,176,,Deaths,UnitedStates
1639,9/13/2014,175,,Deaths,UnitedStates
1640,9/10/2014,172,,Deaths,UnitedStates
1641,9/9/2014,171,,Deaths,UnitedStates
1642,9/7/2014,169,,Deaths,UnitedStates
1643,9/5/2014,167,,Deaths,UnitedStates
1644,8/31/2014,162,,Deaths,UnitedStates
1645,8/26/2014,157,,Deaths,UnitedStates
1646,8/20/2014,151,,Deaths,UnitedStates
1647,8/18/2014,149,,Deaths,UnitedStates
1648,8/16/2014,147,,Deaths,UnitedStates
1649,8/13/2014,144,,Deaths,UnitedStates
1650,8/11/2014,142,,Deaths,UnitedStates
1651,8/9/2014,140,,Deaths,UnitedStates
1652,8/6/2014,137,,Deaths,UnitedStates
1653,8/4/2014,135,,Deaths,UnitedStates
1654,8/1/2014,132,,Deaths,UnitedStates
1655,7/30/2014,129,,Deaths,UnitedStates
1656,7/27/2014,126,,Deaths,UnitedStates
1657,7/23/2014,123,,Deaths,UnitedStates
1658,7/20/2014,120,,Deaths,UnitedStates
1659,7/17/2014,117,,Deaths,UnitedStates
1660,7/14/2014,114,,Deaths,UnitedStates
1661,7/12/2014,112,,Deaths,UnitedStates
1662,7/8/2014,108,,Deaths,UnitedStates
1663,7/6/2014,106,,Deaths,UnitedStates
1664,7/2/2014,102,,Deaths,UnitedStates
1665,6/30/2014,100,,Deaths,UnitedStates
1666,6/22/2014,92,,Deaths,UnitedStates
1667,6/20/2014,90,,Deaths,UnitedStates
1668,6/19/2014,89,,Deaths,UnitedStates
1669,6/18/2014,88,,Deaths,UnitedStates
1670,6/17/2014,87,,Deaths,UnitedStates
1671,6/16/2014,86,,Deaths,UnitedStates
1672,6/10/2014,80,,Deaths,UnitedStates
1673,6/5/2014,75,,Deaths,UnitedStates
1674,6/3/2014,73,,Deaths,UnitedStates
1675,6/1/2014,71,,Deaths,UnitedStates
1676,5/28/2014,67,,Deaths,UnitedStates
1677,5/27/2014,66,,Deaths,UnitedStates
1678,5/23/2014,62,,Deaths,UnitedStates
1679,5/12/2014,51,,Deaths,UnitedStates
1680,5/10/2014,49,,Deaths,UnitedStates
1681,5/7/2014,46,,Deaths,UnitedStates
1682,5/5/2014,44,,Deaths,UnitedStates
1683,5/3/2014,42,,Deaths,UnitedStates
1684,5/1/2014,40,,Deaths,UnitedStates
1685,4/26/2014,35,,Deaths,UnitedStates
1686,4/24/2014,33,,Deaths,UnitedStates
1687,4/23/2014,32,,Deaths,UnitedStates
1688,4/22/2014,31,,Deaths,UnitedStates
1689,4/21/2014,30,,Deaths,UnitedStates
1690,4/20/2014,29,,Deaths,UnitedStates
1691,4/17/2014,26,,Deaths,UnitedStates
1692,4/16/2014,25,,Deaths,UnitedStates
1693,4/15/2014,24,,Deaths,UnitedStates
1694,4/14/2014,23,,Deaths,UnitedStates
1695,4/11/2014,20,,Deaths,UnitedStates
1696,4/9/2014,18,,Deaths,UnitedStates
1697,4/7/2014,16,,Deaths,UnitedStates
1698,4/4/2014,13,,Deaths,UnitedStates
1699,4/1/2014,10,,Deaths,UnitedStates
1700,3/31/2014,9,,Deaths,UnitedStates
1701,3/29/2014,7,,Deaths,UnitedStates
1702,3/28/2014,6,,Deaths,UnitedStates
1703,3/27/2014,5,,Deaths,UnitedStates
1704,3/26/2014,4,,Deaths,UnitedStates
1705,3/25/2014,3,,Deaths,UnitedStates
1706,3/24/2014,2,,Deaths,UnitedStates
1707,3/22/2014,0,,Deaths,UnitedStates
1708,1/5/2015,289,,Deaths,Spain
1709,1/4/2015,288,,Deaths,Spain
1710,1/3/2015,287,,Deaths,Spain
1711,1/2/2015,286,,Deaths,Spain
1712,12/31/2014,284,,Deaths,Spain
1713,12/28/2014,281,,Deaths,Spain
1714,12/27/2014,280,,Deaths,Spain
1715,12/24/2014,277,,Deaths,Spain
1716,12/21/2014,273,,Deaths,Spain
1717,12/20/2014,272,,Deaths,Spain
1718,12/18/2014,271,,Deaths,Spain
1719,12/14/2014,267,,Deaths,Spain
1720,12/9/2014,262,,Deaths,Spain
1721,12/7/2014,260,0.0,Deaths,Spain
1722,12/3/2014,256,,Deaths,Spain
1723,11/30/2014,253,0.0,Deaths,Spain
1724,11/28/2014,251,,Deaths,Spain
1725,11/23/2014,246,0.0,Deaths,Spain
1726,11/22/2014,245,,Deaths,Spain
1727,11/18/2014,241,0.0,Deaths,Spain
1728,11/16/2014,239,0.0,Deaths,Spain
1729,11/15/2014,238,,Deaths,Spain
1730,11/11/2014,234,0.0,Deaths,Spain
1731,11/10/2014,233,,Deaths,Spain
1732,11/9/2014,232,0.0,Deaths,Spain
1733,11/8/2014,231,,Deaths,Spain
1734,11/4/2014,227,0.0,Deaths,Spain
1735,11/3/2014,226,,Deaths,Spain
1736,11/2/2014,225,0.0,Deaths,Spain
1737,10/31/2014,222,,Deaths,Spain
1738,10/29/2014,220,0.0,Deaths,Spain
1739,10/27/2014,218,0.0,Deaths,Spain
1740,10/25/2014,216,,Deaths,Spain
1741,10/22/2014,214,0.0,Deaths,Spain
1742,10/21/2014,213,,Deaths,Spain
1743,10/19/2014,211,0.0,Deaths,Spain
1744,10/18/2014,210,,Deaths,Spain
1745,10/14/2014,206,1.0,Deaths,Spain
1746,10/13/2014,205,,Deaths,Spain
1747,10/12/2014,204,1.0,Deaths,Spain
1748,10/11/2014,203,,Deaths,Spain
1749,10/8/2014,200,1.0,Deaths,Spain
1750,10/7/2014,199,,Deaths,Spain
1751,10/5/2014,197,,Deaths,Spain
1752,10/4/2014,196,,Deaths,Spain
1753,10/1/2014,193,,Deaths,Spain
1754,9/28/2014,190,,Deaths,Spain
1755,9/23/2014,185,,Deaths,Spain
1756,9/21/2014,183,,Deaths,Spain
1757,9/20/2014,182,,Deaths,Spain
1758,9/19/2014,181,,Deaths,Spain
1759,9/17/2014,179,,Deaths,Spain
1760,9/14/2014,176,,Deaths,Spain
1761,9/13/2014,175,,Deaths,Spain
1762,9/10/2014,172,,Deaths,Spain
1763,9/9/2014,171,,Deaths,Spain
