,Date,Day,counts,type,country
594,4/16/2014,25,,Cases,Senegal
595,4/15/2014,24,,Cases,Senegal
596,4/14/2014,23,,Cases,Senegal
597,4/11/2014,20,,Cases,Senegal
598,4/9/2014,18,,Cases,Senegal
599,4/7/2014,16,,Cases,Senegal
600,4/4/2014,13,,Cases,Senegal
601,4/1/2014,10,,Cases,Senegal
602,3/31/2014,9,,Cases,Senegal
603,3/29/2014,7,,Cases,Senegal
604,3/28/2014,6,,Cases,Senegal
605,3/27/2014,5,,Cases,Senegal
606,3/26/2014,4,,Cases,Senegal
607,3/25/2014,3,,Cases,Senegal
608,3/24/2014,2,,Cases,Senegal
609,3/22/2014,0,,Cases,Senegal
610,1/5/2015,289,,Cases,UnitedStates
611,1/4/2015,288,,Cases,UnitedStates
612,1/3/2015,287,,Cases,UnitedStates
613,1/2/2015,286,,Cases,UnitedStates
614,12/31/2014,284,,Cases,UnitedStates
615,12/28/2014,281,,Cases,UnitedStates
616,12/27/2014,280,,Cases,UnitedStates
617,12/24/2014,277,,Cases,UnitedStates
618,12/21/2014,273,,Cases,UnitedStates
619,12/20/2014,272,,Cases,UnitedStates
620,12/18/2014,271,,Cases,UnitedStates
621,12/14/2014,267,,Cases,UnitedStates
622,12/9/2014,262,,Cases,UnitedStates
623,12/7/2014,260,4.0,Cases,UnitedStates
624,12/3/2014,256,,Cases,UnitedStates
625,11/30/2014,253,4.0,Cases,UnitedStates
626,11/28/2014,251,,Cases,UnitedStates
627,11/23/2014,246,4.0,Cases,UnitedStates
628,11/22/2014,245,,Cases,UnitedStates
629,11/18/2014,241,4.0,Cases,UnitedStates
630,11/16/2014,239,4.0,Cases,UnitedStates
631,11/15/2014,238,,Cases,UnitedStates
632,11/11/2014,234,4.0,Cases,UnitedStates
633,11/10/2014,233,,Cases,UnitedStates
634,11/9/2014,232,4.0,Cases,UnitedStates
635,11/8/2014,231,,Cases,UnitedStates
636,11/4/2014,227,4.0,Cases,UnitedStates
637,11/3/2014,226,,Cases,UnitedStates
638,11/2/2014,225,4.0,Cases,UnitedStates
639,10/31/2014,222,,Cases,UnitedStates
640,10/29/2014,220,4.0,Cases,UnitedStates
641,10/27/2014,218,4.0,Cases,UnitedStates
642,10/25/2014,216,,Cases,UnitedStates
643,10/22/2014,214,4.0,Cases,UnitedStates
644,10/21/2014,213,,Cases,UnitedStates
645,10/19/2014,211,3.0,Cases,UnitedStates
646,10/18/2014,210,,Cases,UnitedStates
647,10/14/2014,206,3.0,Cases,UnitedStates
648,10/13/2014,205,,Cases,UnitedStates
649,10/12/2014,204,2.0,Cases,UnitedStates
650,10/11/2014,203,,Cases,UnitedStates
651,10/8/2014,200,1.0,Cases,UnitedStates
652,10/7/2014,199,,Cases,UnitedStates
653,10/5/2014,197,1.0,Cases,UnitedStates
654,10/4/2014,196,,Cases,UnitedStates
655,10/1/2014,193,1.0,Cases,UnitedStates
656,9/28/2014,190,,Cases,UnitedStates
657,9/23/2014,185,,Cases,UnitedStates
658,9/21/2014,183,,Cases,UnitedStates
659,9/20/2014,182,,Cases,UnitedStates
660,9/19/2014,181,,Cases,UnitedStates
661,9/17/2014,179,,Cases,UnitedStates
662,9/14/2014,176,,Cases,UnitedStates
663,9/13/2014,175,,Cases,UnitedStates
664,9/10/2014,172,,Cases,UnitedStates
665,9/9/2014,171,,Cases,UnitedStates
666,9/7/2014,169,,Cases,UnitedStates
667,9/5/2014,167,,Cases,UnitedStates
668,8/31/2014,162,,Cases,UnitedStates
669,8/26/2014,157,,Cases,UnitedStates
670,8/20/2014,151,,Cases,UnitedStates
671,8/18/2014,149,,Cases,UnitedStates
672,8/16/2014,147,,Cases,UnitedStates
673,8/13/2014,144,,Cases,UnitedStates
674,8/11/2014,142,,Cases,UnitedStates
675,8/9/2014,140,,Cases,UnitedStates
676,8/6/2014,137,,Cases,UnitedStates
677,8/4/2014,135,,Cases,UnitedStates
678,8/1/2014,132,,Cases,UnitedStates
679,7/30/2014,129,,Cases,UnitedStates
680,7/27/2014,126,,Cases,UnitedStates
681,7/23/2014,123,,Cases,UnitedStates
682,7/20/2014,120,,Cases,UnitedStates
683,7/17/2014,117,,Cases,UnitedStates
684,7/14/2014,114,,Cases,UnitedStates
685,7/12/2014,112,,Cases,UnitedStates
686,7/8/2014,108,,Cases,UnitedStates
687,7/6/2014,106,,Cases,UnitedStates
688,7/2/2014,102,,Cases,UnitedStates
689,6/30/2014,100,,Cases,UnitedStates
690,6/22/2014,92,,Cases,UnitedStates
691,6/20/2014,90,,Cases,UnitedStates
692,6/19/2014,89,,Cases,UnitedStates
693,6/18/2014,88,,Cases,UnitedStates
694,6/17/2014,87,,Cases,UnitedStates
695,6/16/2014,86,,Cases,UnitedStates
696,6/10/2014,80,,Cases,UnitedStates
697,6/5/2014,75,,Cases,UnitedStates
698,6/3/2014,73,,Cases,UnitedStates
699,6/1/2014,71,,Cases,UnitedStates
700,5/28/2014,67,,Cases,UnitedStates
701,5/27/2014,66,,Cases,UnitedStates
702,5/23/2014,62,,Cases,UnitedStates
703,5/12/2014,51,,Cases,UnitedStates
704,5/10/2014,49,,Cases,UnitedStates
705,5/7/2014,46,,Cases,UnitedStates
706,5/5/2014,44,,Cases,UnitedStates
707,5/3/2014,42,,Cases,UnitedStates
708,5/1/2014,40,,Cases,UnitedStates
709,4/26/2014,35,,Cases,UnitedStates
710,4/24/2014,33,,Cases,UnitedStates
711,4/23/2014,32,,Cases,UnitedStates
712,4/22/2014,31,,Cases,UnitedStates
713,4/21/2014,30,,Cases,UnitedStates
714,4/20/2014,29,,Cases,UnitedStates
715,4/17/2014,26,,Cases,UnitedStates
716,4/16/2014,25,,Cases,UnitedStates
717,4/15/2014,24,,Cases,UnitedStates
718,4/14/2014,23,,Cases,UnitedStates
719,4/11/2014,20,,Cases,UnitedStates
720,4/9/2014,18,,Cases,UnitedStates
721,4/7/2014,16,,Cases,UnitedStates
722,4/4/2014,13,,Cases,UnitedStates
723,4/1/2014,10,,Cases,UnitedStates
724,3/31/2014,9,,Cases,UnitedStates
725,3/29/2014,7,,Cases,UnitedStates
726,3/28/2014,6,,Cases,UnitedStates
727,3/27/2014,5,,Cases,UnitedStates
728,3/26/2014,4,,Cases,UnitedStates
729,3/25/2014,3,,Cases,UnitedStates
730,3/24/2014,2,,Cases,UnitedStates
731,3/22/2014,0,,Cases,UnitedStates
732,1/5/2015,289,,Cases,Spain
733,1/4/2015,288,,Cases,Spain
734,1/3/2015,287,,Cases,Spain
735,1/2/2015,286,,Cases,Spain
736,12/31/2014,284,,Cases,Spain
737,12/28/2014,281,,Cases,Spain
738,12/27/2014,280,,Cases,Spain
739,12/24/2014,277,,Cases,Spain
740,12/21/2014,273,,Cases,Spain
741,12/20/2014,272,,Cases,Spain
742,12/18/2014,271,,Cases,Spain
743,12/14/2014,267,,Cases,Spain
744,12/9/2014,262,,Cases,Spain
745,12/7/2014,260,1.0,Cases,Spain
746,12/3/2014,256,,Cases,Spain
747,11/30/2014,253,1.0,Cases,Spain
748,11/28/2014,251,,Cases,Spain
749,11/23/2014,246,1.0,Cases,Spain
750,11/22/2014,245,,Cases,Spain
751,11/18/2014,241,1.0,Cases,Spain
752,11/16/2014,239,1.0,Cases,Spain
753,11/15/2014,238,,Cases,Spain
754,11/11/2014,234,1.0,Cases,Spain
755,11/10/2014,233,,Cases,Spain
756,11/9/2014,232,1.0,Cases,Spain
757,11/8/2014,231,,Cases,Spain
758,11/4/2014,227,1.0,Cases,Spain
759,11/3/2014,226,,Cases,Spain
760,11/2/2014,225,1.0,Cases,Spain
761,10/31/2014,222,,Cases,Spain
762,10/29/2014,220,1.0,Cases,Spain
763,10/27/2014,218,1.0,Cases,Spain
764,10/25/2014,216,,Cases,Spain
765,10/22/2014,214,1.0,Cases,Spain
766,10/21/2014,213,,Cases,Spain
767,10/19/2014,211,1.0,Cases,Spain
768,10/18/2014,210,,Cases,Spain
769,10/14/2014,206,1.0,Cases,Spain
770,10/13/2014,205,,Cases,Spain
771,10/12/2014,204,1.0,Cases,Spain
772,10/11/2014,203,,Cases,Spain
773,10/8/2014,200,1.0,Cases,Spain
774,10/7/2014,199,,Cases,Spain
775,10/5/2014,197,,Cases,Spain
776,10/4/2014,196,,Cases,Spain
777,10/1/2014,193,,Cases,Spain
778,9/28/2014,190,,Cases,Spain
779,9/23/2014,185,,Cases,Spain
780,9/21/2014,183,,Cases,Spain
781,9/20/2014,182,,Cases,Spain
782,9/19/2014,181,,Cases,Spain
783,9/17/2014,179,,Cases,Spain
784,9/14/2014,176,,Cases,Spain
785,9/13/2014,175,,Cases,Spain
786,9/10/2014,172,,Cases,Spain
787,9/9/2014,171,,Cases,Spain
788,9/7/2014,169,,Cases,Spain
789,9/5/2014,167,,Cases,Spain
790,8/31/2014,162,,Cases,Spain
791,8/26/2014,157,,Cases,Spain
792,8/20/2014,151,,Cases,Spain
793,8/18/2014,149,,Cases,Spain
794,8/16/2014,147,,Cases,Spain
795,8/13/2014,144,,Cases,Spain
796,8/11/2014,142,,Cases,Spain
797,8/9/2014,140,,Cases,Spain
798,8/6/2014,137,,Cases,Spain
799,8/4/2014,135,,Cases,Spain
800,8/1/2014,132,,Cases,Spain
801,7/30/2014,129,,Cases,Spain
802,7/27/2014,126,,Cases,Spain
803,7/23/2014,123,,Cases,Spain
804,7/20/2014,120,,Cases,Spain
805,7/17/2014,117,,Cases,Spain
806,7/14/2014,114,,Cases,Spain
807,7/12/2014,112,,Cases,Spain
808,7/8/2014,108,,Cases,Spain
809,7/6/2014,106,,Cases,Spain
810,7/2/2014,102,,Cases,Spain
811,6/30/2014,100,,Cases,Spain
812,6/22/2014,92,,Cases,Spain
813,6/20/2014,90,,Cases,Spain
814,6/19/2014,89,,Cases,Spain
815,6/18/2014,88,,Cases,Spain
816,6/17/2014,87,,Cases,Spain
817,6/16/2014,86,,Cases,Spain
818,6/10/2014,80,,Cases,Spain
819,6/5/2014,75,,Cases,Spain
820,6/3/2014,73,,Cases,Spain
821,6/1/2014,71,,Cases,Spain
822,5/28/2014,67,,Cases,Spain
823,5/27/2014,66,,Cases,Spain
824,5/23/2014,62,,Cases,Spain
825,5/12/2014,51,,Cases,Spain
826,5/10/2014,49,,Cases,Spain
827,5/7/2014,46,,Cases,Spain
828,5/5/2014,44,,Cases,Spain
829,5/3/2014,42,,Cases,Spain
830,5/1/2014,40,,Cases,Spain
831,4/26/2014,35,,Cases,Spain
832,4/24/2014,33,,Cases,Spain
833,4/23/2014,32,,Cases,Spain
834,4/22/2014,31,,Cases,Spain
835,4/21/2014,30,,Cases,Spain
836,4/20/2014,29,,Cases,Spain
837,4/17/2014,26,,Cases,Spain
838,4/16/2014,25,,Cases,Spain
839,4/15/2014,24,,Cases,Spain
840,4/14/2014,23,,Cases,Spain
841,4/11/2014,20,,Cases,Spain
842,4/9/2014,18,,Cases,Spain
843,4/7/2014,16,,Cases,Spain
844,4/4/2014,13,,Cases,Spain
845,4/1/2014,10,,Cases,Spain
846,3/31/2014,9,,Cases,Spain
847,3/29/2014,7,,Cases,Spain
848,3/28/2014,6,,Cases,Spain
849,3/27/2014,5,,Cases,Spain
850,3/26/2014,4,,Cases,Spain
851,3/25/2014,3,,Cases,Spain
852,3/24/2014,2,,Cases,Spain
853,3/22/2014,0,,Cases,Spain
854,1/5/2015,289,,Cases,Mali
855,1/4/2015,288,,Cases,Mali
856,1/3/2015,287,,Cases,Mali
857,1/2/2015,286,,Cases,Mali
858,12/31/2014,284,,Cases,Mali
859,12/28/2014,281,,Cases,Mali
860,12/27/2014,280,,Cases,Mali
861,12/24/2014,277,,Cases,Mali
862,12/21/2014,273,,Cases,Mali
863,12/20/2014,272,,Cases,Mali
864,12/18/2014,271,,Cases,Mali
865,12/14/2014,267,,Cases,Mali
866,12/9/2014,262,,Cases,Mali
867,12/7/2014,260,7.0,Cases,Mali
868,12/3/2014,256,,Cases,Mali
869,11/30/2014,253,7.0,Cases,Mali
870,11/28/2014,251,,Cases,Mali
871,11/23/2014,246,7.0,Cases,Mali
872,11/22/2014,245,,Cases,Mali
873,11/18/2014,241,6.0,Cases,Mali
874,11/16/2014,239,5.0,Cases,Mali
875,11/15/2014,238,,Cases,Mali
876,11/11/2014,234,4.0,Cases,Mali
877,11/10/2014,233,,Cases,Mali
878,11/9/2014,232,1.0,Cases,Mali
879,11/8/2014,231,,Cases,Mali
880,11/4/2014,227,1.0,Cases,Mali
881,11/3/2014,226,,Cases,Mali
882,11/2/2014,225,1.0,Cases,Mali
883,10/31/2014,222,,Cases,Mali
884,10/29/2014,220,1.0,Cases,Mali
885,10/27/2014,218,1.0,Cases,Mali
886,10/25/2014,216,,Cases,Mali
887,10/22/2014,214,1.0,Cases,Mali
888,10/21/2014,213,,Cases,Mali
889,10/19/2014,211,,Cases,Mali
890,10/18/2014,210,,Cases,Mali
891,10/14/2014,206,,Cases,Mali
892,10/13/2014,205,,Cases,Mali
893,10/12/2014,204,,Cases,Mali
894,10/11/2014,203,,Cases,Mali
895,10/8/2014,200,,Cases,Mali
896,10/7/2014,199,,Cases,Mali
897,10/5/2014,197,,Cases,Mali
898,10/4/2014,196,,Cases,Mali
899,10/1/2014,193,,Cases,Mali
900,9/28/2014,190,,Cases,Mali
901,9/23/2014,185,,Cases,Mali
902,9/21/2014,183,,Cases,Mali
903,9/20/2014,182,,Cases,Mali
904,9/19/2014,181,,Cases,Mali
905,9/17/2014,179,,Cases,Mali
906,9/14/2014,176,,Cases,Mali
907,9/13/2014,175,,Cases,Mali
908,9/10/2014,172,,Cases,Mali
909,9/9/2014,171,,Cases,Mali
910,9/7/2014,169,,Cases,Mali
911,9/5/2014,167,,Cases,Mali
912,8/31/2014,162,,Cases,Mali
913,8/26/2014,157,,Cases,Mali
914,8/20/2014,151,,Cases,Mali
915,8/18/2014,149,,Cases,Mali
916,8/16/2014,147,,Cases,Mali
917,8/13/2014,144,,Cases,Mali
918,8/11/2014,142,,Cases,Mali
919,8/9/2014,140,,Cases,Mali
920,8/6/2014,137,,Cases,Mali
921,8/4/2014,135,,Cases,Mali
922,8/1/2014,132,,Cases,Mali
923,7/30/2014,129,,Cases,Mali
924,7/27/2014,126,,Cases,Mali
925,7/23/2014,123,,Cases,Mali
926,7/20/2014,120,,Cases,Mali
927,7/17/2014,117,,Cases,Mali
928,7/14/2014,114,,Cases,Mali
929,7/12/2014,112,,Cases,Mali
930,7/8/2014,108,,Cases,Mali
931,7/6/2014,106,,Cases,Mali
932,7/2/2014,102,,Cases,Mali
933,6/30/2014,100,,Cases,Mali
934,6/22/2014,92,,Cases,Mali
935,6/20/2014,90,,Cases,Mali
936,6/19/2014,89,,Cases,Mali
937,6/18/2014,88,,Cases,Mali
938,6/17/2014,87,,Cases,Mali
939,6/16/2014,86,,Cases,Mali
940,6/10/2014,80,,Cases,Mali
941,6/5/2014,75,,Cases,Mali
942,6/3/2014,73,,Cases,Mali
943,6/1/2014,71,,Cases,Mali
944,5/28/2014,67,,Cases,Mali
945,5/27/2014,66,,Cases,Mali
946,5/23/2014,62,,Cases,Mali
947,5/12/2014,51,,Cases,Mali
948,5/10/2014,49,,Cases,Mali
949,5/7/2014,46,,Cases,Mali
950,5/5/2014,44,,Cases,Mali
951,5/3/2014,42,,Cases,Mali
952,5/1/2014,40,,Cases,Mali
953,4/26/2014,35,,Cases,Mali
954,4/24/2014,33,,Cases,Mali
955,4/23/2014,32,,Cases,Mali
956,4/22/2014,31,,Cases,Mali
957,4/21/2014,30,,Cases,Mali
958,4/20/2014,29,,Cases,Mali
959,4/17/2014,26,,Cases,Mali
960,4/16/2014,25,,Cases,Mali
961,4/15/2014,24,,Cases,Mali
962,4/14/2014,23,,Cases,Mali
963,4/11/2014,20,,Cases,Mali
964,4/9/2014,18,,Cases,Mali
965,4/7/2014,16,,Cases,Mali
966,4/4/2014,13,,Cases,Mali
967,4/1/2014,10,,Cases,Mali
968,3/31/2014,9,,Cases,Mali
969,3/29/2014,7,,Cases,Mali
970,3/28/2014,6,,Cases,Mali
971,3/27/2014,5,,Cases,Mali
972,3/26/2014,4,,Cases,Mali
973,3/25/2014,3,,Cases,Mali
974,3/24/2014,2,,Cases,Mali
975,3/22/2014,0,,Cases,Mali
976,1/5/2015,289,1786.0,Deaths,Guinea
977,1/4/2015,288,1781.0,Deaths,Guinea
978,1/3/2015,287,1767.0,Deaths,Guinea
979,1/2/2015,286,,Deaths,Guinea
980,12/31/2014,284,1739.0,Deaths,Guinea
981,12/28/2014,281,1708.0,Deaths,Guinea
982,12/27/2014,280,1697.0,Deaths,Guinea
983,12/24/2014,277,,Deaths,Guinea
984,12/21/2014,273,1607.0,Deaths,Guinea
985,12/20/2014,272,1586.0,Deaths,Guinea
986,12/18/2014,271,,Deaths,Guinea
987,12/14/2014,267,1525.0,Deaths,Guinea
988,12/9/2014,262,,Deaths,Guinea
989,12/7/2014,260,1428.0,Deaths,Guinea
990,12/3/2014,256,,Deaths,Guinea
991,11/30/2014,253,1327.0,Deaths,Guinea
992,11/28/2014,251,,Deaths,Guinea
993,11/23/2014,246,1260.0,Deaths,Guinea
994,11/22/2014,245,,Deaths,Guinea
995,11/18/2014,241,1214.0,Deaths,Guinea
996,11/16/2014,239,1192.0,Deaths,Guinea
997,11/15/2014,238,,Deaths,Guinea
998,11/11/2014,234,1166.0,Deaths,Guinea
999,11/10/2014,233,,Deaths,Guinea
1000,11/9/2014,232,1142.0,Deaths,Guinea
1001,11/8/2014,231,,Deaths,Guinea
1002,11/4/2014,227,,Deaths,Guinea
1003,11/3/2014,226,1054.0,Deaths,Guinea
1004,11/2/2014,225,1041.0,Deaths,Guinea
1005,10/31/2014,222,,Deaths,Guinea
1006,10/29/2014,220,1018.0,Deaths,Guinea
1007,10/27/2014,218,997.0,Deaths,Guinea
1008,10/25/2014,216,,Deaths,Guinea
1009,10/22/2014,214,,Deaths,Guinea
1010,10/21/2014,213,926.0,Deaths,Guinea
1011,10/19/2014,211,904.0,Deaths,Guinea
1012,10/18/2014,210,,Deaths,Guinea
1013,10/14/2014,206,862.0,Deaths,Guinea
1014,10/13/2014,205,,Deaths,Guinea
1015,10/12/2014,204,843.0,Deaths,Guinea
1016,10/11/2014,203,,Deaths,Guinea
1017,10/8/2014,200,,Deaths,Guinea
1018,10/7/2014,199,778.0,Deaths,Guinea
1019,10/5/2014,197,768.0,Deaths,Guinea
1020,10/4/2014,196,,Deaths,Guinea
1021,10/1/2014,193,739.0,Deaths,Guinea
1022,9/28/2014,190,710.0,Deaths,Guinea
1023,9/23/2014,185,648.0,Deaths,Guinea
1024,9/21/2014,183,635.0,Deaths,Guinea
1025,9/20/2014,182,,Deaths,Guinea
1026,9/19/2014,181,632.0,Deaths,Guinea
1027,9/17/2014,179,,Deaths,Guinea
1028,9/14/2014,176,601.0,Deaths,Guinea
1029,9/13/2014,175,595.0,Deaths,Guinea
1030,9/10/2014,172,568.0,Deaths,Guinea
1031,9/9/2014,171,,Deaths,Guinea
1032,9/7/2014,169,557.0,Deaths,Guinea
1033,9/5/2014,167,517.0,Deaths,Guinea
1034,8/31/2014,162,494.0,Deaths,Guinea
1035,8/26/2014,157,430.0,Deaths,Guinea
1036,8/20/2014,151,406.0,Deaths,Guinea
1037,8/18/2014,149,396.0,Deaths,Guinea
1038,8/16/2014,147,394.0,Deaths,Guinea
1039,8/13/2014,144,380.0,Deaths,Guinea
1040,8/11/2014,142,377.0,Deaths,Guinea
1041,8/9/2014,140,373.0,Deaths,Guinea
1042,8/6/2014,137,367.0,Deaths,Guinea
1043,8/4/2014,135,363.0,Deaths,Guinea
1044,8/1/2014,132,358.0,Deaths,Guinea
1045,7/30/2014,129,346.0,Deaths,Guinea
1046,7/27/2014,126,339.0,Deaths,Guinea
1047,7/23/2014,123,319.0,Deaths,Guinea
1048,7/20/2014,120,314.0,Deaths,Guinea
1049,7/17/2014,117,310.0,Deaths,Guinea
1050,7/14/2014,114,310.0,Deaths,Guinea
1051,7/12/2014,112,304.0,Deaths,Guinea
1052,7/8/2014,108,309.0,Deaths,Guinea
1053,7/6/2014,106,307.0,Deaths,Guinea
1054,7/2/2014,102,305.0,Deaths,Guinea
1055,6/30/2014,100,303.0,Deaths,Guinea
1056,6/22/2014,92,,Deaths,Guinea
1057,6/20/2014,90,270.0,Deaths,Guinea
1058,6/19/2014,89,,Deaths,Guinea
1059,6/18/2014,88,267.0,Deaths,Guinea
1060,6/17/2014,87,,Deaths,Guinea
1061,6/16/2014,86,264.0,Deaths,Guinea
1062,6/10/2014,80,226.0,Deaths,Guinea
1063,6/5/2014,75,,Deaths,Guinea
1064,6/3/2014,73,215.0,Deaths,Guinea
1065,6/1/2014,71,208.0,Deaths,Guinea
1066,5/28/2014,67,193.0,Deaths,Guinea
1067,5/27/2014,66,186.0,Deaths,Guinea
1068,5/23/2014,62,174.0,Deaths,Guinea
1069,5/12/2014,51,171.0,Deaths,Guinea
1070,5/10/2014,49,157.0,Deaths,Guinea
1071,5/7/2014,46,158.0,Deaths,Guinea
1072,5/5/2014,44,157.0,Deaths,Guinea
1073,5/3/2014,42,155.0,Deaths,Guinea
1074,5/1/2014,40,149.0,Deaths,Guinea
1075,4/26/2014,35,143.0,Deaths,Guinea
1076,4/24/2014,33,,Deaths,Guinea
1077,4/23/2014,32,141.0,Deaths,Guinea
1078,4/22/2014,31,,Deaths,Guinea
1079,4/21/2014,30,,Deaths,Guinea
1080,4/20/2014,29,136.0,Deaths,Guinea
1081,4/17/2014,26,129.0,Deaths,Guinea
1082,4/16/2014,25,122.0,Deaths,Guinea
1083,4/15/2014,24,,Deaths,Guinea
1084,4/14/2014,23,108.0,Deaths,Guinea
1085,4/11/2014,20,106.0,Deaths,Guinea
1086,4/9/2014,18,101.0,Deaths,Guinea
1087,4/7/2014,16,95.0,Deaths,Guinea
1088,4/4/2014,13,86.0,Deaths,Guinea
1089,4/1/2014,10,83.0,Deaths,Guinea
1090,3/31/2014,9,80.0,Deaths,Guinea
1091,3/29/2014,7,70.0,Deaths,Guinea
1092,3/28/2014,6,70.0,Deaths,Guinea
1093,3/27/2014,5,66.0,Deaths,Guinea
1094,3/26/2014,4,62.0,Deaths,Guinea
1095,3/25/2014,3,60.0,Deaths,Guinea
1096,3/24/2014,2,59.0,Deaths,Guinea
1097,3/22/2014,0,29.0,Deaths,Guinea
1098,1/5/2015,289,,Deaths,Liberia
1099,1/4/2015,288,,Deaths,Liberia
1100,1/3/2015,287,3496.0,Deaths,Liberia
1101,1/2/2015,286,3496.0,Deaths,Liberia
1102,12/31/2014,284,3471.0,Deaths,Liberia
1103,12/28/2014,281,3423.0,Deaths,Liberia
1104,12/27/2014,280,,Deaths,Liberia
1105,12/24/2014,277,3413.0,Deaths,Liberia
1106,12/21/2014,273,,Deaths,Liberia
1107,12/20/2014,272,3384.0,Deaths,Liberia
1108,12/18/2014,271,3376.0,Deaths,Liberia
1109,12/14/2014,267,,Deaths,Liberia
1110,12/9/2014,262,3290.0,Deaths,Liberia
1111,12/7/2014,260,,Deaths,Liberia
1112,12/3/2014,256,3177.0,Deaths,Liberia
1113,11/30/2014,253,,Deaths,Liberia
1114,11/28/2014,251,3145.0,Deaths,Liberia
1115,11/23/2014,246,,Deaths,Liberia
1116,11/22/2014,245,3016.0,Deaths,Liberia
1117,11/18/2014,241,2963.0,Deaths,Liberia
1118,11/16/2014,239,,Deaths,Liberia
1119,11/15/2014,238,2964.0,Deaths,Liberia
1120,11/11/2014,234,,Deaths,Liberia
1121,11/10/2014,233,2812.0,Deaths,Liberia
1122,11/9/2014,232,,Deaths,Liberia
1123,11/8/2014,231,2836.0,Deaths,Liberia
1124,11/4/2014,227,2766.0,Deaths,Liberia
1125,11/3/2014,226,,Deaths,Liberia
1126,11/2/2014,225,,Deaths,Liberia
1127,10/31/2014,222,2697.0,Deaths,Liberia
1128,10/29/2014,220,,Deaths,Liberia
1129,10/27/2014,218,,Deaths,Liberia
1130,10/25/2014,216,2413.0,Deaths,Liberia
1131,10/22/2014,214,,Deaths,Liberia
1132,10/21/2014,213,,Deaths,Liberia
1133,10/19/2014,211,,Deaths,Liberia
1134,10/18/2014,210,2705.0,Deaths,Liberia
1135,10/14/2014,206,,Deaths,Liberia
1136,10/13/2014,205,2484.0,Deaths,Liberia
1137,10/12/2014,204,,Deaths,Liberia
1138,10/11/2014,203,2458.0,Deaths,Liberia
1139,10/8/2014,200,,Deaths,Liberia
1140,10/7/2014,199,2316.0,Deaths,Liberia
1141,10/5/2014,197,,Deaths,Liberia
1142,10/4/2014,196,2210.0,Deaths,Liberia
1143,10/1/2014,193,2069.0,Deaths,Liberia
1144,9/28/2014,190,1998.0,Deaths,Liberia
1145,9/23/2014,185,1830.0,Deaths,Liberia
1146,9/21/2014,183,1677.0,Deaths,Liberia
1147,9/20/2014,182,,Deaths,Liberia
1148,9/19/2014,181,,Deaths,Liberia
1149,9/17/2014,179,1578.0,Deaths,Liberia
1150,9/14/2014,176,1459.0,Deaths,Liberia
1151,9/13/2014,175,1296.0,Deaths,Liberia
1152,9/10/2014,172,,Deaths,Liberia
1153,9/9/2014,171,,Deaths,Liberia
1154,9/7/2014,169,1137.0,Deaths,Liberia
1155,9/5/2014,167,1089.0,Deaths,Liberia
1156,8/31/2014,162,871.0,Deaths,Liberia
1157,8/26/2014,157,694.0,Deaths,Liberia
1158,8/20/2014,151,624.0,Deaths,Liberia
1159,8/18/2014,149,576.0,Deaths,Liberia
1160,8/16/2014,147,466.0,Deaths,Liberia
1161,8/13/2014,144,413.0,Deaths,Liberia
1162,8/11/2014,142,355.0,Deaths,Liberia
1163,8/9/2014,140,323.0,Deaths,Liberia
1164,8/6/2014,137,294.0,Deaths,Liberia
1165,8/4/2014,135,282.0,Deaths,Liberia
1166,8/1/2014,132,255.0,Deaths,Liberia
1167,7/30/2014,129,227.0,Deaths,Liberia
1168,7/27/2014,126,156.0,Deaths,Liberia
1169,7/23/2014,123,129.0,Deaths,Liberia
1170,7/20/2014,120,127.0,Deaths,Liberia
1171,7/17/2014,117,116.0,Deaths,Liberia
1172,7/14/2014,114,106.0,Deaths,Liberia
1173,7/12/2014,112,105.0,Deaths,Liberia
1174,7/8/2014,108,88.0,Deaths,Liberia
1175,7/6/2014,106,84.0,Deaths,Liberia
1176,7/2/2014,102,75.0,Deaths,Liberia
1177,6/30/2014,100,65.0,Deaths,Liberia
1178,6/22/2014,92,34.0,Deaths,Liberia
1179,6/20/2014,90,,Deaths,Liberia
1180,6/19/2014,89,25.0,Deaths,Liberia
1181,6/18/2014,88,,Deaths,Liberia
1182,6/17/2014,87,,Deaths,Liberia
1183,6/16/2014,86,24.0,Deaths,Liberia
1184,6/10/2014,80,24.0,Deaths,Liberia
1185,6/5/2014,75,,Deaths,Liberia
1186,6/3/2014,73,12.0,Deaths,Liberia
1187,6/1/2014,71,12.0,Deaths,Liberia
1188,5/28/2014,67,12.0,Deaths,Liberia
1189,5/27/2014,66,11.0,Deaths,Liberia
1190,5/23/2014,62,11.0,Deaths,Liberia
1191,5/12/2014,51,11.0,Deaths,Liberia
1192,5/10/2014,49,11.0,Deaths,Liberia
1193,5/7/2014,46,11.0,Deaths,Liberia
1194,5/5/2014,44,11.0,Deaths,Liberia
1195,5/3/2014,42,11.0,Deaths,Liberia
1196,5/1/2014,40,11.0,Deaths,Liberia
1197,4/26/2014,35,,Deaths,Liberia
1198,4/24/2014,33,,Deaths,Liberia
1199,4/23/2014,32,,Deaths,Liberia
1200,4/22/2014,31,,Deaths,Liberia
1201,4/21/2014,30,11.0,Deaths,Liberia
1202,4/20/2014,29,6.0,Deaths,Liberia
1203,4/17/2014,26,,Deaths,Liberia
1204,4/16/2014,25,13.0,Deaths,Liberia
1205,4/15/2014,24,,Deaths,Liberia
